uid,domainID,siteID,namedLocation,collectDate,analyte,analyteConcentration,analyteUnits,sampleCondition,date,sensor_position,median_fDOM,sd_fDOM,se_fDOM
622d4af9-9b0a-424d-8cc0-5f0465a483fe,D02,LEWI,LEWI.AOS.S2,2017-06-14T13:11:00Z,DOC,1.221,milligramsPerLiter,GOOD,2017-06-14,NA,NA,NA,NA
44c695ad-4d04-486b-b9b6-fca71703f7cf,D02,LEWI,LEWI.AOS.S2,2017-06-21T13:20:00Z,DOC,1.121,milligramsPerLiter,GOOD,2017-06-21,NA,NA,NA,NA
69cfa16f-27e1-4942-815f-9ca47b4f8b6d,D02,LEWI,LEWI.AOS.S2,2017-07-05T13:14:00Z,DOC,NA,milligramsPerLiter,Other,2017-07-05,NA,NA,NA,NA
66bde29e-96ae-41ac-9b68-1cdcf3225e32,D02,LEWI,LEWI.AOS.S2,2017-07-25T13:09:00Z,DOC,1.155,milligramsPerLiter,GOOD,2017-07-25,NA,NA,NA,NA
b15cbbdb-227e-4d59-aec2-31c4cee4543f,D02,LEWI,LEWI.AOS.S2,2017-07-25T13:09:00Z,DOC,1.204,milligramsPerLiter,GOOD,2017-07-25,NA,NA,NA,NA
0cb8e1f3-7441-459b-9575-1114f7cc434e,D02,LEWI,LEWI.AOS.S2,2017-07-25T13:09:00Z,DOC,1.128,milligramsPerLiter,GOOD,2017-07-25,NA,NA,NA,NA
e555daf1-cefb-45bd-9fff-185b14bf6bb5,D02,LEWI,LEWI.AOS.S2,2017-08-09T13:26:00Z,DOC,1.17,milligramsPerLiter,GOOD,2017-08-09,NA,NA,NA,NA
302afd0f-a971-4c09-af03-de0cc78de91c,D02,LEWI,LEWI.AOS.S2,2017-08-22T13:27:00Z,DOC,1.28,milligramsPerLiter,GOOD,2017-08-22,NA,NA,NA,NA
c67d0ade-fb79-4231-b908-3950e6b01fe5,D02,LEWI,LEWI.AOS.S2,2017-09-13T14:41:00Z,DOC,1.155,milligramsPerLiter,GOOD,2017-09-13,NA,NA,NA,NA
99278b3f-0eb0-45ff-b3c0-16857fb267c1,D02,LEWI,LEWI.AOS.S2,2017-09-27T13:35:00Z,DOC,1.401,milligramsPerLiter,GOOD,2017-09-27,NA,NA,NA,NA
9fb2222d-e50a-4a09-96b6-740893cdf66c,D02,LEWI,LEWI.AOS.S2,2017-10-11T13:16:00Z,DOC,NA,milligramsPerLiter,Other,2017-10-11,NA,NA,NA,NA
c63bcae8-475f-4ad5-939f-7b9e32bfb820,D02,LEWI,LEWI.AOS.S2,2017-10-18T13:25:00Z,DOC,1.312,milligramsPerLiter,GOOD,2017-10-18,NA,NA,NA,NA
f972ea7f-5fa3-4f66-a65c-a24174fafdcd,D02,LEWI,LEWI.AOS.S2,2017-11-29T14:33:00Z,DOC,0.8971,milligramsPerLiter,GOOD,2017-11-29,NA,NA,NA,NA
82611363-155b-4cdf-89a2-76a42c72b0b7,D02,LEWI,LEWI.AOS.S2,2017-12-05T15:52:00Z,DOC,0.9565,milligramsPerLiter,GOOD,2017-12-05,NA,NA,NA,NA
3fd2e928-6370-4993-b5d3-f6b2f90f0c25,D02,LEWI,LEWI.AOS.S2,2017-12-13T16:44:00Z,DOC,1.032,milligramsPerLiter,GOOD,2017-12-13,NA,NA,NA,NA
72eade57-a2a3-40e3-9b5a-1550113b4e76,D02,LEWI,LEWI.AOS.S2,2018-01-10T14:40:00Z,DOC,0.6827,milligramsPerLiter,GOOD,2018-01-10,NA,NA,NA,NA
deff61f7-0da1-4cf1-b391-657d7e3f8e30,D02,LEWI,LEWI.AOS.S2,2018-01-24T14:15:00Z,DOC,0.8434,milligramsPerLiter,GOOD,2018-01-24,NA,NA,NA,NA
67e556f2-9c85-4cf4-9564-d3b5e8973c86,D02,LEWI,LEWI.AOS.S2,2018-02-07T14:30:00Z,DOC,0.9902,milligramsPerLiter,GOOD,2018-02-07,NA,NA,NA,NA
14e0d1d1-4407-4930-ade9-490a5a945230,D02,LEWI,LEWI.AOS.S2,2018-02-14T14:35:00Z,DOC,0.9858,milligramsPerLiter,GOOD,2018-02-14,NA,NA,NA,NA
e72b7587-7f01-4177-a981-72ddddddebe3,D02,LEWI,LEWI.AOS.S2,2018-02-28T14:27:00Z,DOC,0.7354,milligramsPerLiter,GOOD,2018-02-28,NA,NA,NA,NA
86b47730-7bb2-49e0-83f1-0390dedc414f,D02,LEWI,LEWI.AOS.S2,2018-03-07T16:40:00Z,DOC,1.006,milligramsPerLiter,GOOD,2018-03-07,NA,NA,NA,NA
7dba4726-693c-428b-bbe8-fa3f2479c3b9,D02,LEWI,LEWI.AOS.S2,2018-03-14T13:20:00Z,DOC,1.12,milligramsPerLiter,GOOD,2018-03-14,NA,NA,NA,NA
7c649342-6eae-4471-b8db-9ff4a3567e6f,D02,LEWI,LEWI.AOS.S2,2018-03-26T14:05:00Z,DOC,1.019,milligramsPerLiter,GOOD,2018-03-26,NA,NA,NA,NA
1184ef3b-ebe1-48b8-931d-662612d6d5a2,D02,LEWI,LEWI.AOS.S2,2018-04-18T13:45:00Z,DOC,1.282,milligramsPerLiter,GOOD,2018-04-18,NA,NA,NA,NA
47f9cdb9-f901-4a43-8fef-eaa53cd10fa0,D02,LEWI,LEWI.AOS.S2,2018-04-25T13:20:00Z,DOC,1.408,milligramsPerLiter,GOOD,2018-04-25,NA,NA,NA,NA
44fb2f0f-309e-4423-bd71-1bcd06dbdd03,D02,LEWI,LEWI.AOS.S2,2018-05-02T13:30:00Z,DOC,1.182,milligramsPerLiter,GOOD,2018-05-02,NA,NA,NA,NA
359070dc-030c-4dec-8c5f-91bd8b7489ca,D02,LEWI,LEWI.AOS.S2,2018-05-09T13:45:00Z,DOC,1.009,milligramsPerLiter,GOOD,2018-05-09,NA,NA,NA,NA
1c102068-5593-458c-8927-1961c1635dab,D02,LEWI,LEWI.AOS.S2,2018-05-23T14:24:00Z,DOC,1.619,milligramsPerLiter,GOOD,2018-05-23,NA,NA,NA,NA
08723313-e7ec-4ffb-b095-9c1c115ae213,D02,LEWI,LEWI.AOS.S2,2018-06-06T13:38:00Z,DOC,1.83,milligramsPerLiter,GOOD,2018-06-06,NA,NA,NA,NA
49369fc2-5f79-4bc5-adf3-ead9236b0d69,D02,LEWI,LEWI.AOS.S2,2018-06-06T13:38:00Z,DOC,1.823,milligramsPerLiter,GOOD,2018-06-06,NA,NA,NA,NA
e4f47504-4cd0-4a65-b6d5-2bfdfb6e856b,D02,LEWI,LEWI.AOS.S2,2018-06-06T13:38:00Z,DOC,1.959,milligramsPerLiter,GOOD,2018-06-06,NA,NA,NA,NA
f3b98c53-d6ec-4429-b6cb-26e2e39cd0ad,D02,LEWI,LEWI.AOS.S2,2018-06-13T13:20:00Z,DOC,1.461,milligramsPerLiter,GOOD,2018-06-13,NA,NA,NA,NA
687da112-6c15-49be-a7e7-d4ec37b2055c,D02,LEWI,LEWI.AOS.S2,2018-07-02T13:40:00Z,DOC,1.422,milligramsPerLiter,GOOD,2018-07-02,NA,NA,NA,NA
8235ff51-2545-4f1c-89d9-350d2d5db190,D02,LEWI,LEWI.AOS.S2,2018-07-25T13:40:00Z,DOC,4.074,milligramsPerLiter,GOOD,2018-07-25,102.1,24.85,4.65539369820425,0.0036398699751401488
65dc3713-bccf-4e71-a3b0-23eb5ff34c49,D02,LEWI,LEWI.AOS.S2,2018-08-08T13:59:00Z,DOC,1.485,milligramsPerLiter,GOOD,2018-08-08,102.1,0.13,0.1507687720887062,4.2710700308415357e-4
7c30493c-bb7b-4f23-9104-357702c107f8,D02,LEWI,LEWI.AOS.S2,2018-08-21T14:06:00Z,DOC,1.803,milligramsPerLiter,GOOD,2018-08-21,NA,NA,NA,NA
8618ef7d-c7f5-434d-91d2-06c27efd5a8b,D02,LEWI,LEWI.AOS.S2,2018-08-21T14:06:00Z,DOC,1.879,milligramsPerLiter,GOOD,2018-08-21,NA,NA,NA,NA
b91a5ac9-7a22-4315-ad82-b4ae10c2c66a,D02,LEWI,LEWI.AOS.S2,2018-08-21T14:06:00Z,DOC,1.886,milligramsPerLiter,GOOD,2018-08-21,NA,NA,NA,NA
9b0c2ba9-9985-4955-853e-ff4121e1c2ee,D02,LEWI,LEWI.AOS.S2,2018-09-12T13:45:00Z,DOC,1.683,milligramsPerLiter,GOOD,2018-09-12,NA,NA,NA,NA
0ada9d85-d085-43be-a80f-7928832a28c1,D02,LEWI,LEWI.AOS.S2,2018-09-19T14:16:00Z,DOC,1.884,milligramsPerLiter,GOOD,2018-09-19,NA,NA,NA,NA
8fd3047a-7656-4df8-89ac-7406a636767b,D02,LEWI,LEWI.AOS.S2,2018-10-10T13:30:00Z,DOC,1.367,milligramsPerLiter,GOOD,2018-10-10,NA,NA,NA,NA
b55697b2-e9bd-4198-8b9c-bbbdc36eab30,D02,LEWI,LEWI.AOS.S2,2018-10-17T13:31:00Z,DOC,1.072,milligramsPerLiter,GOOD,2018-10-17,NA,NA,NA,NA
a263004c-528f-4f4d-afc6-2df40b26b96c,D02,LEWI,LEWI.AOS.S2,2018-11-28T14:47:00Z,DOC,1.113,milligramsPerLiter,GOOD,2018-11-28,102.1,14.11,0.7113873425033143,4.953950853087147e-4
3c19adde-6527-4a49-9faf-136da1300620,D02,LEWI,LEWI.AOS.S2,2018-12-05T14:55:00Z,DOC,1.208,milligramsPerLiter,GOOD,2018-12-05,102.1,9.42,0.7095296222538667,5.032124980523878e-4
068b8aed-6667-4032-8c90-fd91cc9e9946,D02,LEWI,LEWI.AOS.S2,2018-12-12T14:27:00Z,DOC,0.8338,milligramsPerLiter,GOOD,2018-12-12,NA,NA,NA,NA
3dfc3be8-4545-429b-ac93-35f0c1dc5bfc,D02,LEWI,LEWI.AOS.S2,2018-12-12T14:27:00Z,DOC,0.75,milligramsPerLiter,GOOD,2018-12-12,NA,NA,NA,NA
b9a3b1d0-89b1-44c6-b152-b529bf4211cf,D02,LEWI,LEWI.AOS.S2,2018-12-12T14:27:00Z,DOC,0.8809,milligramsPerLiter,GOOD,2018-12-12,NA,NA,NA,NA
e389071f-b9bc-4f20-b828-e72e610bf1ad,D02,LEWI,LEWI.AOS.S2,2019-01-09T14:57:00Z,DOC,1.676,milligramsPerLiter,GOOD,2019-01-09,102.1,7.56,1.827052090728818,0.0012785528976408803
264acecc-0614-47d4-b837-f543b09926bb,D02,LEWI,LEWI.AOS.S2,2019-01-23T13:38:00Z,DOC,1.124,milligramsPerLiter,GOOD,2019-01-23,NA,NA,NA,NA
4de559e9-6fac-4c3a-964a-77876937ed3b,D02,LEWI,LEWI.AOS.S2,2019-02-13T15:28:00Z,DOC,1.174,milligramsPerLiter,GOOD,2019-02-13,NA,NA,NA,NA
785c63b1-1cd9-4d8e-9fb1-799c1395d2fe,D02,LEWI,LEWI.AOS.S2,2019-02-21T14:49:00Z,DOC,1.261,milligramsPerLiter,GOOD,2019-02-21,NA,NA,NA,NA
e1427112-14b7-4157-9e72-fe16d1973489,D02,LEWI,LEWI.AOS.S2,2019-03-06T14:41:00Z,DOC,0.768,milligramsPerLiter,GOOD,2019-03-06,NA,NA,NA,NA
2b1b6188-a553-499d-af08-6daa89f71dcb,D02,LEWI,LEWI.AOS.S2,2019-03-13T13:37:00Z,DOC,1.154,milligramsPerLiter,GOOD,2019-03-13,NA,NA,NA,NA
546c791c-18b7-43a3-88fa-9d11debd319f,D02,LEWI,LEWI.AOS.S2,2019-03-18T14:12:00Z,DOC,1.562,milligramsPerLiter,GOOD,2019-03-18,NA,NA,NA,NA
d506f51e-a669-48ea-bd68-89cc357085a9,D02,LEWI,LEWI.AOS.S2,2019-04-03T13:15:00Z,DOC,1.121,milligramsPerLiter,GOOD,2019-04-03,NA,NA,NA,NA
b8f48788-c1bc-4eda-8d2c-c76896dc5fe3,D02,LEWI,LEWI.AOS.S2,2019-04-24T14:32:00Z,DOC,1.279,milligramsPerLiter,GOOD,2019-04-24,NA,NA,NA,NA
6258e8f2-80f2-48c7-b577-9c5c61b30ffc,D02,LEWI,LEWI.AOS.S2,2019-04-24T14:32:00Z,DOC,1.174,milligramsPerLiter,GOOD,2019-04-24,NA,NA,NA,NA
5f73d050-4527-4ccd-ac8a-f1f2f67203f9,D02,LEWI,LEWI.AOS.S2,2019-04-24T14:32:00Z,DOC,1.186,milligramsPerLiter,GOOD,2019-04-24,NA,NA,NA,NA
9ce3d3ad-d155-452c-a5f6-8911fa450d53,D02,LEWI,LEWI.AOS.S2,2019-05-01T13:15:00Z,DOC,1.161,milligramsPerLiter,GOOD,2019-05-01,102.1,11.71,1.0130686853250943,7.351732114115343e-4
fca28d22-36cd-47e1-a685-c8c6263a4f41,D02,LEWI,LEWI.AOS.S2,2019-05-08T13:20:00Z,DOC,1.635,milligramsPerLiter,GOOD,2019-05-08,102.1,18.14,0.8150857470435507,6.01983565024779e-4
e9f26eca-6360-459d-8961-57c891855499,D02,LEWI,LEWI.AOS.S2,2019-05-15T13:40:00Z,DOC,3.692,milligramsPerLiter,GOOD,2019-05-15,102.1,11.86,0.8834017938262732,6.401462274103429e-4
6214ea32-f7a6-47e0-96d3-07ee06b850fc,D02,LEWI,LEWI.AOS.S2,2019-05-22T13:32:00Z,DOC,1.092,milligramsPerLiter,GOOD,2019-05-22,102.1,10.82,0.7347518029421988,5.410543467910153e-4
459809e8-7956-4c03-8326-8ec2e3dd5a45,D02,LEWI,LEWI.AOS.S2,2019-06-12T13:59:00Z,DOC,1.115,milligramsPerLiter,GOOD,2019-06-12,102.1,7.41,1.1567647520318642,8.40672058162692e-4
9a0166d2-0e97-4124-bbfa-4c46f9df3970,D02,LEWI,LEWI.AOS.S2,2019-06-19T13:33:00Z,DOC,1.352,milligramsPerLiter,GOOD,2019-06-19,102.1,11.18,4.866460588755433,0.003720535618314551
3371faac-c855-4861-930d-84cd0afcb9b8,D02,LEWI,LEWI.AOS.S2,2019-07-31T13:30:00Z,DOC,1.377,milligramsPerLiter,OK,2019-07-31,102.1,2.13,1.726303117223487,0.002576571816751473
2544b538-1836-44d8-9474-828c8d7e2d08,D02,LEWI,LEWI.AOS.S2,2019-07-31T13:30:00Z,DOC,1.442,milligramsPerLiter,OK,2019-07-31,102.1,2.13,1.726303117223487,0.002576571816751473
cafdec3d-e4ff-4758-9746-e909abb2f6bb,D02,LEWI,LEWI.AOS.S2,2019-08-07T14:10:00Z,DOC,1.473,milligramsPerLiter,OK,2019-08-07,102.1,2.25,4.06826047610439,0.003980685397362417
f564b79f-9592-4278-b7e6-bebf50f9c9ce,D02,LEWI,LEWI.AOS.S2,2019-08-21T13:32:00Z,DOC,1.737,milligramsPerLiter,OK,2019-08-21,102.1,5.34,2.7405593540967086,0.007719885504497771
08f55b08-bcd0-4e57-9806-ab8a91d9846d,D02,LEWI,LEWI.AOS.S2,2019-09-11T13:21:00Z,DOC,1.301,milligramsPerLiter,OK,2019-09-11,102.1,24.83,6.569622065276087,0.004669240984560118
d4daddd3-b379-4139-ac11-738c69060672,D02,LEWI,LEWI.AOS.S2,2019-09-25T12:50:00Z,DOC,1.322,milligramsPerLiter,OK,2019-09-25,102.1,27.865000000000002,2.972781624241137,0.002078868268700096
52f51a03-2547-4f11-8b97-a030199d4f79,D02,LEWI,LEWI.AOS.S2,2019-10-09T13:00:00Z,DOC,1.77,milligramsPerLiter,OK,2019-10-09,102.1,48.195,6.848473192041166,0.005243853898959545
0fca6ed9-5e24-4f27-aa9e-c0317bb00bd2,D02,LEWI,LEWI.AOS.S2,2019-10-16T12:51:00Z,DOC,1.292,milligramsPerLiter,OK,2019-10-16,102.1,27.83,18.707960192074243,0.013146844829286186
9c1573b2-785b-4a23-baec-a99e7bf2571d,D02,LEWI,LEWI.AOS.S2,2019-11-20T14:21:00Z,DOC,1.205,milligramsPerLiter,OK,2019-11-20,102.1,22.25,1.2484426021442812,9.03359335849697e-4
b28a5b01-e4cc-447d-ace1-f060e5a37faf,D02,LEWI,LEWI.AOS.S2,2019-12-04T14:30:00Z,DOC,1.081,milligramsPerLiter,OK,2019-12-04,102.1,22.46,1.5349073495785035,0.0011531986097509418
a729c94f-cbd1-408f-8833-dc870de7fcec,D02,LEWI,LEWI.AOS.S2,2019-12-11T14:20:00Z,DOC,1.333,milligramsPerLiter,OK,2019-12-11,102.1,27.58,5.724370273342011,0.0043465226069415415
3a2dd791-8f2b-473c-b4c2-dd947f527a69,D02,LEWI,LEWI.AOS.S2,2019-12-11T14:20:00Z,DOC,1.377,milligramsPerLiter,OK,2019-12-11,102.1,27.58,5.724370273342011,0.0043465226069415415
699304f5-f106-480d-b88a-26ba5efb04b6,D02,LEWI,LEWI.AOS.S2,2019-12-11T14:20:00Z,DOC,1.245,milligramsPerLiter,OK,2019-12-11,102.1,27.58,5.724370273342011,0.0043465226069415415
6a7a1ad8-5513-40c3-8dc9-148def158fd9,D02,LEWI,LEWI.AOS.S2,2020-01-08T14:15:00Z,DOC,1.048,milligramsPerLiter,OK,2020-01-08,102.1,9.95,1.0253968464934364,7.94265566609943e-4
6f82358d-0685-4f7d-b050-cc29f5c0abe9,D02,LEWI,LEWI.AOS.S2,2020-01-29T14:05:00Z,DOC,0.9764,milligramsPerLiter,OK,2020-01-29,102.1,13.41,1.480941673438013,0.0011270484577153828
2d57c494-c629-45f0-976e-94093438b63d,D02,LEWI,LEWI.AOS.S2,2020-01-29T14:05:00Z,DOC,0.9257,milligramsPerLiter,OK,2020-01-29,102.1,13.41,1.480941673438013,0.0011270484577153828
dd599015-3206-45ba-9453-0a41e8c54a50,D02,LEWI,LEWI.AOS.S2,2020-01-29T14:05:00Z,DOC,0.9048,milligramsPerLiter,OK,2020-01-29,102.1,13.41,1.480941673438013,0.0011270484577153828
dc721d59-0c75-4e96-94af-d43c248c4c38,D02,LEWI,LEWI.AOS.S2,2020-02-12T14:11:00Z,DOC,1.417,milligramsPerLiter,OK,2020-02-12,102.1,12.9,1.7498142744665328,0.0012210846297742728
